id,edadEmprendedor,sexoEmprendedor,escolaridadEmprendedor,dependientesEconomicos,estadoCivil,familiaAyuda,antiguedadNegocio,horaApertura,horaCierre,giroNegocio,numEmpleados,ventasPromedioDiarias,deseoNegocio,registroVentas,registroContabilidad,altaSAT,usaCredito,tiempoCreditoProveedores,promocionNegocio,latitud,longitud,CategoríaDeseo,,Respuesta Original,Categoría
E00000392,31,M,secundaria,3,soltero,FALSE,12,8,8,fonda o restaurante/alimentos,3,40,,no registro,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.40838783,-99.17296672,,,camioneta transportar mercancia,Inversión y Producto
E00000393,43,H,bachillerato trunco,3,union libre,FALSE,5,9,8,fonda o restaurante/alimentos,2,40,,en un cuaderno,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.46343619,-99.20180485,,,producto venta,Ventas e Ingresos
E00000394,50,H,secundaria,2,casado,FALSE,10,10,9,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",2,30,,en un cuaderno,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.47124046,-99.18975934,,,local ubicacion,Infraestructura y Expansión
E00000395,40,M,universidad terminado,3,casado,FALSE,5,10,7,"consultorios médicos, dentales, veterinarios",2,9,,en un sistema especial,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior,19.4291174,-99.2127615,,,subir venta abrir local,Ventas e Ingresos
E00000396,61,M,primaria,1,casado,TRUE,15,8,8,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",2,12,,en un cuaderno,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.45277386,-99.18832126,,,prosperar crezcar venta,Ventas e Ingresos
E00000397,45,M,secundaria,4,casado,TRUE,7,9,10,fonda o restaurante/alimentos,3,65,,en un cuaderno,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.44131549,-99.19197977,,,limpieza vecino,Operación y Estabilidad
E00000398,54,H,secundaria,4,union libre,FALSE,8,10,7,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",2,3,,en un cuaderno,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.45247334,-99.18759763,,,aumentar personal espacio,Operación y Estabilidad
E00000399,52,H,secundaria,3,union libre,FALSE,10,8,7,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",3,12,,en un cuaderno,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.43663215,-99.19187668,,,mejorarir venta,Ventas e Ingresos
E00000400,46,M,secundaria,3,union libre,FALSE,11,7,10,fonda o restaurante/alimentos,4,40,,en un cuaderno,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.46314943,-99.17682882,,,mejorar presencia,Clientes y Marketing
E00000401,46,M,secundaria,5,union libre,TRUE,6,10,4,fonda o restaurante/alimentos,4,45,,en un cuaderno,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.45538897,-99.19056653,,,traspasar precio,Ventas e Ingresos
E00000402,53,H,secundaria,3,union libre,FALSE,12,9,9,comercio minorista de productos terminados,1,30,,en un cuaderno,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.43616797,-99.18252892,,,vender producto,Ventas e Ingresos
E00000403,47,M,secundaria,4,union libre,TRUE,10,9,4,fonda o restaurante/alimentos,4,25,,en un cuaderno,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.44209916,-99.18677671,,,n9 robo,Operación y Estabilidad
E00000404,53,M,secundaria,3,union libre,TRUE,15,9,10,comercio minorista de productos terminados,3,50,,en un cuaderno,no registro,o,FALSE,no me dan crédito,publicidad exterior,19.44261996,-99.17871218,,,,
E00000405,38,H,bachillerato terminado,5,casado,TRUE,4,7,21,comercio minorista de productos terminados,1,3500,numero cliente,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.49598017,-99.39082429,Clientes y Promoción,,,
E00000406,37,M,bachillerato terminado,4,casado,TRUE,2,7,21,comercio minorista de productos terminados,1,3000,numero venta,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.47814173,-99.36232642,Ventas e Ingresos,,,
E00000407,28,M,universidad terminado,0,soltero,FALSE,3,9,22,"servicios  personales(estéticas, spa, uñas, barberías, etc)",0,1300,cliente,no registro,no registro,n,FALSE,no me dan crédito,redes sociales (sin pagar),19.50836054,-99.43112625,Clientes y Promoción,,,
E00000408,24,M,bachillerato terminado,2,casado,TRUE,5,18,22,fonda o restaurante/alimentos,2,3000,exito,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,otro,19.49978515,-99.36814286,Gestión y Estabilidad,,,
E00000409,53,M,bachillerato terminado,0,casado,TRUE,5,8,17,comercio minorista de productos terminados,1,1000,maquinaria,en excel,en excel,s,FALSE,un mes,otro,19.482177,-99.3604384,Inversión y Producto,,,
E00000410,25,M,bachillerato terminado,2,soltero,FALSE,6,9,17,comercio minorista de productos terminados,2,400,ampliar negocio,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,otro,19.4916731,-99.3586172,Expansión y Estructura,,,
E00000411,55,H,bachillerato terminado,5,casado,FALSE,20,8,19,comercio minorista de productos terminados,0,800,negocio crecer,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior|volantes,19.49696584,-99.34909699,Expansión y Estructura,,,
E00000412,75,M,primaria,1,casado,TRUE,43,8,20,comercio minorista de productos terminados,0,1500,variedad producto,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.49516125,-99.36694935,Inversión y Producto,,,
E00000413,59,M,secundaria,1,casado,TRUE,43,8,21,comercio minorista de productos terminados,0,2000,mejorar venta,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.5049102,-99.33718915,Ventas e Ingresos,,,
E00000414,48,M,primaria,1,casado,TRUE,25,7,16,fonda o restaurante/alimentos,1,1500,numero cliente,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar),19.49019637,-99.36612243,Clientes y Promoción,,,
E00000415,54,H,secundaria,4,casado,TRUE,25,9,21,comercio minorista de productos terminados,1,1000,expandir negocio,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,redes sociales (sin pagar),19.48593926,-99.33715422,Expansión y Estructura,,,
E00000416,48,M,secundaria,3,casado,TRUE,30,7,17,comercio minorista de materias primas,2,2000,numero venta,en un cuaderno,en un cuaderno,s,FALSE,una semana,otro,19.48942498,-99.35820803,Ventas e Ingresos,,,
E00000417,51,H,bachillerato terminado,2,casado,TRUE,16,7,21,comercio minorista de productos terminados,3,14000,remodelar negocio,en un sistema especial,en un sistema especial,s,FALSE,una semana,redes sociales (sin pagar),19.49847024,-99.35661984,Expansión y Estructura,,,
E00000418,36,M,bachillerato terminado,2,casado,TRUE,5,8,21,comercio minorista de productos terminados,1,800,ampliar negocio,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,otro,19.51461622,-99.39283726,Expansión y Estructura,,,
E00000419,30,M,secundaria,3,soltero,FALSE,2,12,19,fonda o restaurante/alimentos,0,400,negocio crecer,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,otro,19.48324598,-99.35749127,Expansión y Estructura,,,
E00000420,59,H,secundaria,4,casado,TRUE,30,7,17,comercio minorista de productos terminados,2,3000,servicio mejorar venta,en un cuaderno,en un cuaderno,s,FALSE,una semana,otro,19.49742483,-99.38785029,Ventas e Ingresos,,,
E00000421,35,H,bachillerato terminado,3,soltero,TRUE,15,8,17,comercio minorista de materias primas,2,4000,remodelar instalacion,en un cuaderno,en un cuaderno,s,FALSE,una semana,publicidad exterior,19.49533744,-99.36909545,Expansión y Estructura,,,
E00000422,48,H,secundaria,3,casado,TRUE,22,8,18,comercio minorista de productos terminados,0,2500,negocio crecer,en un cuaderno,en un cuaderno,s,FALSE,dos semanas,publicidad exterior,19.51758126,-99.3678208,Expansión y Estructura,,,
E00000423,46,M,bachillerato terminado,2,casado,TRUE,20,8,20,comercio minorista de productos terminados,1,,venta,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,otro,19.49497542,-99.3749809,Ventas e Ingresos,,,
E00000424,29,H,universidad terminado,0,soltero,TRUE,2,7,16,"consultorios médicos, dentales, veterinarios",5,4000,aumentar numero sucursal,en excel,en excel,n,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar)|volantes,19.50784083,-99.37477384,Expansión y Estructura,,,
E00000425,45,M,primaria,1,soltero,FALSE,12,6,20,comercio minorista de productos terminados,1,500,venta,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.47719929,-99.34673796,Ventas e Ingresos,,,
E00000426,41,H,posgrado,4,soltero,TRUE,20.5,8,22,comercio minorista de productos terminados,2,5000,incremento credito proveedor,en un sistema especial,en un sistema especial,s,TRUE,dos semanas,redes sociales (sin pagar),19.52811724,-99.13066141,Inversión y Producto,,,
E00000427,50,M,universidad terminado,3,casado,TRUE,2,8,11,abarrotes,1,80,atraer cliente,no registro,en un sistema especial,s,FALSE,no contesto,publicidad exterior,19.54953488,-99.15106459,Clientes y Promoción,,,
E00000428,57,M,primaria,1,soltero,FALSE,3,10,8,recaudería,0,500,haber venta,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.52350928,-99.14603512,Ventas e Ingresos,,,
E00000429,34,M,bachillerato terminado,2,casado,TRUE,2,8,6,recaudería,1,1200,venta,no registro,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.52772035,-99.14507351,Ventas e Ingresos,,,
E00000430,47,M,bachillerato trunco,1,casado,TRUE,9,9,10,papelería,0,800,invertir,en un cuaderno,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior,19.52274727,-99.1714732,Inversión y Producto,,,
E00000431,33,H,primaria,2,soltero,TRUE,5,9,19,reparadora de calzado,2,600,trabajo,no registro,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.54038393,-99.14814389,Operación y Personal,,,
E00000432,64,M,universidad terminado,1,soltero,FALSE,7,10,22,internet,0,400,mayor venta,en excel,en excel,n,FALSE,no me dan crédito,publicidad exterior,19.53591622,-99.11863703,Ventas e Ingresos,,,
E00000433,54,H,primaria,4,casado,TRUE,15,10,8,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",1,600,trabajo,no registro,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.52898857,-99.14149669,Operación y Personal,,,
E00000434,35,M,secundaria,2,union libre,TRUE,20,8,10,verdulería,4,900,numero venta,en un cuaderno,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.52714519,-99.13951536,Ventas e Ingresos,,,
E00000435,47,M,secundaria,1,divorciado,FALSE,30,10,18,estética,2,300,mejor venta,no registro,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior|volantes,19.53619456,-99.12365704,Ventas e Ingresos,,,
E00000436,42,H,secundaria,2,casado,TRUE,20,8,17,carnicería,2,3000,mayor venta,en un sistema especial,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior,19.525238,-99.14000022,Ventas e Ingresos,,,
E00000437,53,H,primaria,5,casado,TRUE,10,7,15,pollería,1,2000,invertir insumos bajen,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior|volantes,19.52898993,-99.14518277,Inversión y Producto,,,
E00000438,76,H,primaria,1,union libre,FALSE,20,9,20,reparadora de electrodomésticos,0,400,mayor ingreso,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.51938902,-99.12119658,Ventas e Ingresos,,,
E00000439,42,H,universidad terminado,3,casado,TRUE,3,10,22,tienda,0,2000,mayor venta,en un cuaderno,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior,19.52760573,-99.13422271,Ventas e Ingresos,,,
E00000440,31,M,bachillerato terminado,2,union libre,TRUE,1,9,17,pollería,1,1500,venta,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.53483933,-99.13374502,Ventas e Ingresos,,,
E00000441,29,M,secundaria,3,soltero,FALSE,15,9,22,pastelería,3,400,venta,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.51504021,-99.1415344,Ventas e Ingresos,,,
E00000442,30,H,bachillerato terminado,1,divorciado,FALSE,5,7,18,carnicería,2,4000,vender,no registro,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior,19.53729004,-99.15558457,Ventas e Ingresos,,,
E00000443,60,H,bachillerato terminado,2,casado,FALSE,25,7,20,herrajes y tlapalería,1,3000,numero venta,en un sistema especial,en un sistema especial,s,FALSE,no me dan crédito,publicidad exterior,19.52897928,-99.1549681,Ventas e Ingresos,,,
E00000444,40,M,primaria,4,casado,TRUE,10,10,21,tortillería,3,3000,venta,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.4874559,-99.14531234,Ventas e Ingresos,,,
E00000445,20,H,bachillerato terminado,2,soltero,FALSE,10,9,20,rosticeria,2,1800,productividad,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior|volantes,19.53796103,-99.16408559,Operación y Personal,,,
E00000446,37,M,bachillerato trunco,1,soltero,TRUE,4,8,17,pollería,0,1500,crecer,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.51278287,-99.16705602,Expansión y Estructura,,,
E00000447,30,H,universidad trunca,2,soltero,TRUE,0.25,8,24,comercio minorista de productos terminados,3,,agradable cliente,en un sistema especial,en un sistema especial,s,FALSE,no contesto,otro,19.54146354,-99.20431509,Clientes y Promoción,,,
E00000448,64,M,primaria,0,viudo,TRUE,5,11,6,comercio minorista de productos terminados,2,500,vender,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.53349632,-99.18423787,Ventas e Ingresos,,,
E00000449,36,M,bachillerato terminado,1,soltero,FALSE,6,11,20,"servicios  personales(estéticas, spa, uñas, barberías, etc)",0,1500,bajar renta,en un cuaderno,en un cuaderno,n,FALSE,no contesto,otro,19.53511858,-99.1928715,Operación y Personal,,,
E00000450,21,M,universidad terminado,0,soltero,TRUE,3,12,23,fonda o restaurante/alimentos,4,450,vender,no registro,no registro,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.52122686,-99.17529801,Ventas e Ingresos,,,
E00000451,21,M,secundaria,0,soltero,FALSE,0.5,9,17,fonda o restaurante/alimentos,2,3500,negocio,en un cuaderno,en un sistema especial,n,FALSE,no contesto,publicidad exterior,19.5365584,-99.18108229,Gestión y Estabilidad,,,
E00000452,49,M,primaria,1,soltero,FALSE,13,9,20,fonda o restaurante/alimentos,1,800,mejorar el,no registro,no registro,n,FALSE,no contesto,otro,19.55967167,-99.19428092,Gestión y Estabilidad,,,
E00000453,40,H,bachillerato trunco,0,union libre,FALSE,4.5,6,1,comercio minorista de productos terminados,3,8000,venta,en un cuaderno,en un cuaderno,o,FALSE,no contesto,publicidad exterior,19.52625617,-99.18853793,Ventas e Ingresos,,,
E00000454,30,M,universidad terminado,1,casado,FALSE,6,4,21,comercio minorista de materias primas,0,700,cliente,en excel,en excel,n,FALSE,no contesto,publicidad exterior,19.49686978,-99.2068133,Clientes y Promoción,,,
E00000455,42,H,bachillerato terminado,3,casado,TRUE,30,8,17,fonda o restaurante/alimentos,5,6000,expandir el,en un cuaderno,en un cuaderno,o,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.55825113,-99.16969797,Expansión y Estructura,,,
E00000456,65,H,universidad terminado,1,casado,TRUE,21,3,22,fonda o restaurante/alimentos,12,10000,seguir tener clientela,en un sistema especial,en un sistema especial,s,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar)|otro,19.53287963,-99.18902757,Clientes y Promoción,,,
E00000457,47,M,secundaria,3,viudo,TRUE,10,7,16,comercio minorista de productos terminados,4,7500,vender,en un cuaderno,en un cuaderno,n,FALSE,no contesto,otro,19.51661987,-99.19528143,Ventas e Ingresos,,,
E00000458,24,H,bachillerato trunco,0,soltero,FALSE,0.5,12,18,"servicios  personales(estéticas, spa, uñas, barberías, etc)",0,450,llegar cliente,no registro,no registro,n,FALSE,no contesto,publicidad exterior,19.5175509,-99.18486768,Clientes y Promoción,,,
E00000459,43,H,bachillerato terminado,0,soltero,FALSE,5,10,20,"servicios  personales(estéticas, spa, uñas, barberías, etc)",0,1000,clientela,en un cuaderno,en un cuaderno,o,FALSE,no contesto,publicidad exterior,19.54478807,-99.19704177,Clientes y Promoción,,,
E00000460,37,M,universidad terminado,2,casado,TRUE,15,9,18,fonda o restaurante/alimentos,5,7000,crear cadena expandirno ciudad,en excel,en excel,s,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.49650353,-99.18759684,Expansión y Estructura,,,
E00000461,45,H,universidad terminado,1,casado,TRUE,10,7,21,comercio minorista de materias primas,2,1200,local,en un cuaderno,en excel,s,FALSE,no contesto,publicidad exterior,19.53209561,-99.18686482,Expansión y Estructura,,,
E00000462,30,H,universidad trunca,1,union libre,TRUE,0.5,2,22,fonda o restaurante/alimentos,2,1500,local cliente,en excel,en excel,s,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar)|volantes,19.524182,-99.18793694,Clientes y Promoción,,,
E00000463,28,H,universidad terminado,0,soltero,TRUE,3,18,23,fonda o restaurante/alimentos,3,,clientela,en excel,en excel,o,FALSE,no contesto,redes sociales (sin pagar),19.50522068,-99.19139555,Clientes y Promoción,,,
E00000464,52,M,bachillerato terminado,3,casado,TRUE,10,8,22,comercio minorista de productos terminados,1,1500,vender,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.53346301,-99.18510301,Ventas e Ingresos,,,
E00000465,23,M,universidad terminado,0,soltero,TRUE,2,19,23,fonda o restaurante/alimentos,2,800,cliente conocer negocio,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.53949233,-99.20314622,Clientes y Promoción,,,
E00000466,24,H,universidad trunca,1,union libre,FALSE,2,13,20,fonda o restaurante/alimentos,2,,,en excel,en excel,o,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.52017572,-99.1856957,,,,
E00000467,37,M,universidad terminado,2,casado,FALSE,8,10,18,"consultorios médicos, dentales, veterinarios",2,2500,local,en un sistema especial,en un sistema especial,s,FALSE,no contesto,publicidad exterior|otro,19.52216737,-99.19174426,Expansión y Estructura,,,
E00000468,69,M,bachillerato terminado,0,divorciado,FALSE,23,10,20,"servicios  personales(estéticas, spa, uñas, barberías, etc)",0,500,cambiar ubicacion local ayudante,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.4926784,-99.28446101,Expansión y Estructura,,,
E00000469,73,H,primaria,4,casado,TRUE,30,8,22,comercio minorista de productos terminados,1,6000,terminar trabajo,no registro,no registro,s,FALSE,una semana,publicidad exterior,19.48669223,-99.27439238,Operación y Personal,,,
E00000470,50,M,bachillerato trunco,1,casado,TRUE,35,8,21,comercio minorista de productos terminados,0,1000,cliente,no registro,no registro,s,TRUE,no me dan crédito,publicidad exterior,19.47727428,-99.2770089,Clientes y Promoción,,,
E00000471,75,H,primaria,5,casado,TRUE,20,10,20,comercio minorista de productos terminados,3,7500,barato,en un cuaderno,en un cuaderno,s,FALSE,una semana,publicidad exterior,19.4849531,-99.26964767,Inversión y Producto,,,
E00000472,50,H,universidad trunca,2,union libre,TRUE,25,8,18,comercio minorista de productos terminados,3,3000,progresar abrir local,en un cuaderno,en un cuaderno,s,FALSE,una semana,publicidad exterior,19.47859761,-99.27954816,Expansión y Estructura,,,
E00000473,36,H,primaria,3,casado,TRUE,13,7,19,comercio minorista de materias primas,2,15000,crecer economicamente,no registro,no registro,s,FALSE,no me dan crédito,publicidad exterior|redes sociales (sin pagar)|otro,19.48598007,-99.27638742,Gestión y Estabilidad,,,
E00000474,63,H,bachillerato terminado,1,casado,TRUE,5,9,22,comercio minorista de productos terminados,1,8000,venta,en un cuaderno,en un cuaderno,n,FALSE,una semana,publicidad exterior,19.43007474,-99.27027662,Ventas e Ingresos,,,
E00000475,50,H,primaria,7,casado,TRUE,10,8,18,comercio minorista de materias primas,5,7000,aumentar ganancia,en un cuaderno,en un cuaderno,s,FALSE,una semana,publicidad exterior,19.48731735,-99.26656548,Ventas e Ingresos,,,
E00000476,65,H,bachillerato trunco,4,soltero,FALSE,24,9,21,comercio minorista de productos terminados,0,500,venta seguir,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,publicidad exterior,19.48514572,-99.27344459,Ventas e Ingresos,,,
E00000477,83,H,primaria,5,casado,FALSE,10,8,20,comercio minorista de productos terminados,1,750,subir precio,en un cuaderno,en un cuaderno,s,FALSE,no me dan crédito,publicidad exterior,19.47547055,-99.27321288,Ventas e Ingresos,,,
E00000478,46,M,secundaria,3,casado,TRUE,4,9,22,comercio minorista de productos terminados,1,900,abrir tienda,no registro,no registro,o,FALSE,una semana,publicidad exterior,19.51705041,-99.27714114,Infraestructura y Expansión,,,
E00000479,44,H,bachillerato terminado,1,soltero,FALSE,18,8,21,comercio minorista de productos terminados,3,5000,venta,no registro,no registro,s,FALSE,no me dan crédito,publicidad exterior,19.49021233,-99.26096612,Ventas e Ingresos,,,
E00000480,35,M,secundaria,3,casado,TRUE,8,11,21,"servicios  personales(estéticas, spa, uñas, barberías, etc)",0,800,seguir generar ganancia,en un cuaderno,en un cuaderno,o,FALSE,no me dan crédito,publicidad exterior,19.48843804,-99.27415166,Ventas e Ingresos,,,
E00000481,45,H,bachillerato terminado,3,casado,TRUE,5,6,21,comercio minorista de productos terminados,0,2000,aumentar venta,no registro,no registro,n,FALSE,dos semanas,publicidad exterior,19.48598459,-99.28211033,Ventas e Ingresos,,,
E00000482,48,H,bachillerato terminado,4,casado,TRUE,2,8,14,comercio minorista de productos terminados,1,100,abrir local,en un cuaderno,en un cuaderno,n,FALSE,no me dan crédito,publicidad exterior,19.48836641,-99.26365015,Expansión y Estructura,,,
E00000483,44,M,secundaria,2,union libre,TRUE,4,8,21,comercio minorista de productos terminados,4,1000,abrir tienda espacio,en un sistema especial,en un sistema especial,n,FALSE,una semana,publicidad exterior,19.4855831,-99.26610762,Expansión y Estructura,,,
E00000484,48,M,secundaria,2,casado,TRUE,22,9,21,comercio minorista de productos terminados,0,2000,incrementar venta,no registro,no registro,s,FALSE,una semana,publicidad exterior,19.51378789,-99.26492563,Ventas e Ingresos,,,
E00000485,71,M,primaria,0,viudo,TRUE,4,8,22,comercio minorista de productos terminados,0,1500,negocio crecer,no registro,no registro,o,FALSE,un mes,publicidad exterior,19.490092,-99.28104185,Expansión y Estructura,,,
E00000486,51,M,secundaria,0,casado,TRUE,4,9,21,"servicios para el hogar (cerrajería, plomería, jardinería, etc)",0,500,promocionar negocio,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.47728877,-99.28784538,Clientes y Promoción,,,
E00000487,53,H,bachillerato terminado,1,casado,TRUE,2,9,17,comercio minorista de productos terminados,0,200,ampliar local,no registro,no registro,n,FALSE,no me dan crédito,publicidad exterior,19.48392437,-99.28040495,Expansión y Estructura,,,
E00000488,60,M,secundaria,0,soltero,FALSE,26,7,22,comercio minorista de productos terminados,1,1000,fachada pagado publicidad,no registro,no registro,n,FALSE,no contesto,publicidad exterior,19.51921466,-99.08922943,Clientes y Promoción,,,
E00000489,41,M,universidad trunca,3,casado,TRUE,5,12,10,"servicios  personales(estéticas, spa, uñas, barberías, etc)",1,800,espacio,en un cuaderno,en un cuaderno,n,FALSE,no contesto,redes sociales (sin pagar),19.50721038,-99.1039752,Expansión y Estructura,,,
E00000490,39,H,universidad terminado,4,casado,TRUE,0.5,9,17,fonda o restaurante/alimentos,2,1200,equipo mobiliario,en un cuaderno,no registro,n,FALSE,no contesto,publicidad exterior,19.49964837,-99.08056136,Inversión y Producto,,,
E00000491,54,H,universidad terminado,1,soltero,TRUE,54,8,10,comercio minorista de productos terminados,1,7000,agrandar negocio,en excel,en excel,s,FALSE,no contesto,publicidad exterior,19.51460487,-99.08656158,Expansión y Estructura,,,
E00000492,67,H,universidad terminado,4,casado,TRUE,29,11,20,"consultorios médicos, dentales, veterinarios",1,500,trabajar,en un cuaderno,en un cuaderno,s,FALSE,no contesto,publicidad exterior,19.51617918,-99.08854787,Operación y Personal,,,
E00000493,53,M,universidad terminado,2,casado,FALSE,24,11,17,"consultorios médicos, dentales, veterinarios",2,5000,alcance cirugia dental,en un sistema especial,en un sistema especial,s,FALSE,no contesto,publicidad exterior,19.53168174,-99.05238149,Operación y Personal,,,
E00000494,52,M,secundaria,0,union libre,FALSE,2,12,5,fonda o restaurante/alimentos,2,2000,seguir crecer,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.5122287,-99.08168985,Expansión y Estructura,,,
E00000495,36,M,secundaria,2,union libre,FALSE,6,7,10,comercio minorista de productos terminados,2,,crecer,no registro,no registro,n,FALSE,no contesto,publicidad exterior,19.51598807,-99.09683058,Expansión y Estructura,,,
E00000496,62,M,universidad trunca,0,soltero,TRUE,0.5,12,6,comercio minorista de productos terminados,0,,superarnos,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.50803963,-99.07848802,Gestión y Estabilidad,,,
E00000497,45,H,universidad trunca,2,casado,FALSE,14,9,17,comercio minorista de materias primas,5,4500,proveedor,en excel,en excel,s,FALSE,no contesto,publicidad exterior,19.50687607,-99.08381763,Inversión y Producto,,,
E00000498,48,H,bachillerato terminado,2,soltero,TRUE,11,7,24,comercio minorista de productos terminados,1,2500,expansion,en un cuaderno,en excel,s,FALSE,no contesto,publicidad exterior,19.52327715,-99.11305526,Expansión y Estructura,,,
E00000499,54,M,secundaria,0,union libre,FALSE,6,10,19,comercio minorista de productos terminados,0,1200,mano obra,no registro,no registro,n,FALSE,no contesto,publicidad exterior,19.49887567,-99.0976713,Operación y Personal,,,
E00000500,63,H,bachillerato trunco,0,soltero,TRUE,3,15,22,comercio minorista de productos terminados,0,,alcance,no registro,no registro,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.5137942,-99.07833736,Gestión y Estabilidad,,,
E00000501,57,M,secundaria,1,soltero,FALSE,12,13,22,"servicios  personales(estéticas, spa, uñas, barberías, etc)",1,1500,cliente,no registro,no registro,n,FALSE,no contesto,publicidad exterior,19.49106278,-99.05100069,Clientes y Promoción,,,
E00000502,35,M,universidad trunca,0,soltero,FALSE,2,16,22,"servicios  personales(estéticas, spa, uñas, barberías, etc)",0,,experiencia,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.51492895,-99.08813724,Gestión y Estabilidad,,,
E00000503,38,H,secundaria,1,casado,FALSE,8,12,19,comercio minorista de productos terminados,0,,,no registro,no registro,n,FALSE,no contesto,publicidad exterior,19.55496227,-99.08351594,,,,
E00000504,45,M,secundaria,2,soltero,TRUE,0.5,11,20,"servicios  personales(estéticas, spa, uñas, barberías, etc)",1,,cliente,no registro,en un cuaderno,n,FALSE,no contesto,publicidad exterior|redes sociales (sin pagar),19.5124287,-99.07666597,Clientes y Promoción,,,
E00000505,47,M,bachillerato terminado,1,soltero,FALSE,7,7,20,comercio minorista de productos terminados,0,580,ayuda,no registro,no registro,n,FALSE,no contesto,publicidad exterior,19.51125469,-99.08116884,Gestión y Estabilidad,,,
E00000506,52,M,secundaria,3,casado,TRUE,15,9,18,comercio minorista de materias primas,2,3800,proveedor,en un cuaderno,en un cuaderno,n,FALSE,no contesto,publicidad exterior,19.52388781,-99.09855805,Inversión y Producto,,,
E00000507,35,H,secundaria,0,viudo,FALSE,23,13,20,"consultorios médicos, dentales, veterinarios",0,2000,,en excel,en excel,s,FALSE,no contesto,publicidad exterior|otro,19.53768847,-99.10029055,,,,
